Unnamed: 0,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,Tkl2017-2018,TklG2017-2018,3.º def.2017-2018,3.º cent.2017-2018,3.º ataq.2017-2018,Tkl.12017-2018,Att2017-2018,Tkl%2017-2018,Pérdida2017-2018,Bloqueos2017-2018,Dis2017-2018,Pases2017-2018,Int2017-2018,Tkl+Int2017-2018,Desp.2017-2018,Err2017-2018,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,Tkl2018-2019,TklG2018-2019,3.º def.2018-2019,3.º cent.2018-2019,3.º ataq.2018-2019,Tkl.12018-2019,Att2018-2019,Tkl%2018-2019,Pérdida2018-2019,Bloqueos2018-2019,Dis2018-2019,Pases2018-2019,Int2018-2019,Tkl+Int2018-2019,Desp.2018-2019,Err2018-2019,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,90 s2019-2020,Tkl2019-2020,TklG2019-2020,3.º def.2019-2020,3.º cent.2019-2020,3.º ataq.2019-2020,Tkl.12019-2020,Att2019-2020,Tkl%2019-2020,Pérdida2019-2020,Bloqueos2019-2020,Dis2019-2020,Pases2019-2020,Int2019-2020,Tkl+Int2019-2020,Desp.2019-2020,Err2019-2020,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,90 s2020-2021,Tkl2020-2021,TklG2020-2021,3.º def.2020-2021,3.º cent.2020-2021,3.º ataq.2020-2021,Tkl.12020-2021,Att2020-2021,Tkl%2020-2021,Pérdida2020-2021,Bloqueos2020-2021,Dis2020-2021,Pases2020-2021,Int2020-2021,Tkl+Int2020-2021,Desp.2020-2021,Err2020-2021,País2021-2022,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,Nacimiento2021-2022,90 s2021-2022,Tkl2021-2022,TklG2021-2022,3.º def.2021-2022,3.º cent.2021-2022,3.º ataq.2021-2022,Tkl.12021-2022,Att2021-2022,Tkl%2021-2022,Pérdida2021-2022,Bloqueos2021-2022,Dis2021-2022,Pases2021-2022,Int2021-2022,Tkl+Int2021-2022,Desp.2021-2022,Err2021-2022,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,Tkl2022-2023,TklG2022-2023,3.º def.2022-2023,3.º cent.2022-2023,3.º ataq.2022-2023,Tkl.12022-2023,Att2022-2023,Tkl%2022-2023,Pérdida2022-2023,Bloqueos2022-2023,Dis2022-2023,Pases2022-2023,Int2022-2023,Tkl+Int2022-2023,Desp.2022-2023,Err2022-2023
2812,Sam Gallagher,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,8,121,3,22.0,1995.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2813,Álex Gallar,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,3,64,4,26.0,1992.0,11.2,15.0,9.0,6.0,5.0,4.0,8.0,19.0,42.1,11.0,9.0,1.0,8.0,9.0,24.0,5.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2814,Enric Gallego,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,8,64,4,31.0,1986.0,17.1,21.0,15.0,3.0,13.0,5.0,3.0,19.0,15.8,16.0,17.0,2.0,15.0,8.0,29.0,32.0,0.0,43,8,102,4,32.0,1986.0,11.6,12.0,6.0,2.0,6.0,4.0,2.0,8.0,50.0,6.0,12.0,2.0,10.0,6.0,18.0,9.0,0.0,43,8,102,4,33.0,1986.0,9.0,6.0,3.0,2.0,2.0,2.0,2.0,14.0,14.3,12.0,5.0,1.0,4.0,1.0,7.0,9.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2815,Cristian Ganea,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,4,10,4,26.0,1992.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2816,Borja Garcés,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,8,11,4,18.0,1999.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2817,Alberto García,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,12,107,4,33.0,1985.0,17.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2818,Álvaro García,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,9,107,4,25.0,1992.0,19.6,22.0,19.0,11.0,7.0,4.0,4.0,25.0,16.0,21.0,24.0,0.0,24.0,19.0,41.0,30.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,9,107,4,28.0,1992.0,33.3,42.0,23.0,15.0,18.0,9.0,8.0,35.0,22.9,27.0,27.0,3.0,24.0,42.0,84.0,24.0,0.0,43,9,107,4,29.0,1992.0,31.9,49.0,28.0,21.0,13.0,15.0,11.0,33.0,33.3,22.0,41.0,4.0,37.0,34.0,83.0,24.0,1.0
2819,James Garner,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,1,86,3,17.0,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,1,86,3,18.0,2001.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,2,47,3,21.0,2001.0,8.9,16.0,13.0,4.0,8.0,4.0,9.0,19.0,47.4,10.0,9.0,1.0,8.0,12.0,28.0,13.0,0.0
2820,Gervinho,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,8,105,6,31.0,1987.0,25.6,19.0,12.0,11.0,5.0,3.0,5.0,13.0,38.5,8.0,7.0,0.0,7.0,10.0,29.0,2.0,0.0,24,8,105,6,32.0,1987.0,25.2,12.0,6.0,5.0,6.0,1.0,6.0,17.0,35.3,11.0,4.0,0.0,4.0,5.0,17.0,3.0,0.0,24,8,105,6,33.0,1987.0,22.5,5.0,1.0,2.0,2.0,1.0,1.0,14.0,7.1,13.0,11.0,1.0,10.0,10.0,15.0,3.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2821,Lamine Ghezali,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,9,114,5,19.0,1999.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,4,114,5,22.0,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2822,Paolo Ghiglione,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,4,50,6,21.0,1997.0,5.7,8.0,4.0,6.0,1.0,1.0,6.0,14.0,42.9,8.0,2.0,0.0,2.0,4.0,12.0,22.0,0.0,69,6,52,6,22.0,1997.0,19.1,31.0,16.0,15.0,13.0,3.0,18.0,35.0,51.4,17.0,17.0,2.0,15.0,9.0,40.0,42.0,1.0,69,5,52,6,23.0,1997.0,15.1,27.0,15.0,17.0,8.0,2.0,13.0,28.0,46.4,15.0,14.0,2.0,12.0,13.0,40.0,25.0,0.0,69,4,52,6,24.0,1997.0,6.7,17.0,12.0,8.0,6.0,3.0,9.0,14.0,64.3,5.0,11.0,5.0,6.0,10.0,27.0,12.0,1.0,69,4,34,6,25.0,1997.0,7.9,16.0,11.0,10.0,3.0,3.0,10.0,23.0,43.5,13.0,9.0,4.0,5.0,4.0,20.0,12.0,0.0
2823,Saman Ghoddos,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,9,4,5,24.0,1993.0,20.3,33.0,17.0,14.0,15.0,4.0,13.0,32.0,40.6,19.0,15.0,2.0,13.0,7.0,40.0,13.0,0.0,67,8,4,5,25.0,1993.0,2.6,2.0,2.0,0.0,1.0,1.0,1.0,2.0,50.0,1.0,5.0,0.0,5.0,2.0,4.0,3.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,2,22,3,27.0,1993.0,6.0,17.0,10.0,8.0,6.0,3.0,9.0,15.0,60.0,6.0,2.0,0.0,2.0,3.0,20.0,16.0,0.0,67,3,22,3,28.0,1993.0,1.5,2.0,1.0,0.0,1.0,1.0,1.0,3.0,33.3,2.0,5.0,1.0,4.0,4.0,6.0,2.0,0.0
2824,Morgan Gibbs-White,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,3,142,3,18.0,2000.0,7.4,6.0,3.0,2.0,4.0,0.0,1.0,4.0,25.0,3.0,6.0,0.0,6.0,1.0,7.0,0.0,0.0,42,3,142,3,19.0,2000.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,42,3,142,3,20.0,2000.0,4.6,9.0,7.0,3.0,4.0,2.0,5.0,12.0,41.7,7.0,6.0,0.0,6.0,3.0,12.0,1.0,0.0,42,6,142,3,21.0,2000.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,42,9,142,3,22.0,2000.0,35.0,29.0,15.0,10.0,7.0,12.0,13.0,35.0,101.1,22.0,25.0,4.0,21.0,15.0,44.0,18.0,0.0
2825,Ben Gibson,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,4,26,3,25.0,1993.0,0.7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,4,98,3,28.0,1993.0,27.7,23.0,16.0,17.0,6.0,0.0,7.0,12.0,58.3,5.0,36.0,30.0,6.0,27.0,50.0,139.0,2.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2826,Fabian Giefer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,12,12,2,28.0,1990.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2827,Niko Gießelmann,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,4,40,2,26.0,1991.0,28.8,57.0,37.0,38.0,14.0,5.0,26.0,59.0,44.1,33.0,25.0,6.0,19.0,36.0,93.0,85.0,1.0,35,4,40,2,27.0,1991.0,22.9,46.0,31.0,31.0,11.0,4.0,22.0,45.0,48.9,23.0,23.0,6.0,17.0,27.0,73.0,55.0,1.0,35,4,132,2,28.0,1991.0,4.8,12.0,9.0,7.0,4.0,1.0,5.0,8.0,62.5,3.0,9.0,3.0,6.0,8.0,20.0,13.0,1.0,35,6,132,2,29.0,1991.0,23.1,24.0,17.0,10.0,11.0,3.0,15.0,38.0,39.5,23.0,26.0,4.0,22.0,18.0,42.0,29.0,1.0,35,4,132,2,30.0,1991.0,14.5,21.0,11.0,9.0,9.0,3.0,13.0,31.0,41.9,18.0,17.0,5.0,12.0,9.0,30.0,28.0,0.0
2828,Bryan Gil,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,3,119,4,17.0,2001.0,1.9,6.0,4.0,4.0,1.0,1.0,1.0,5.0,20.0,4.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,43,3,73,4,18.0,2001.0,6.9,9.0,5.0,3.0,5.0,1.0,1.0,9.0,12.5,8.0,6.0,0.0,6.0,3.0,12.0,1.0,0.0,43,8,119,4,19.0,2001.0,25.3,29.0,19.0,12.0,12.0,5.0,6.0,23.0,26.1,17.0,20.0,0.0,20.0,17.0,46.0,6.0,0.0,43,9,128,3,20.0,2001.0,9.4,16.0,8.0,7.0,3.0,6.0,3.0,15.0,65.4,12.0,15.0,0.0,15.0,1.0,17.0,4.0,0.0,43,3,128,3,21.0,2001.0,11.8,25.0,12.0,14.0,7.0,4.0,10.0,26.0,43.5,16.0,13.0,0.0,13.0,9.0,34.0,11.0,0.0
2829,Eddy Gnahoré,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,1,4,5,24.0,1993.0,24.9,39.0,27.0,17.0,17.0,5.0,9.0,39.0,23.1,30.0,29.0,4.0,25.0,23.0,62.0,23.0,1.0,46,1,4,5,25.0,1993.0,12.6,24.0,12.0,7.0,15.0,2.0,8.0,28.0,28.6,20.0,25.0,4.0,21.0,9.0,33.0,25.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2830,Kevin Goden,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,5,101,2,19.0,1999.0,3.0,4.0,3.0,3.0,1.0,0.0,2.0,7.0,28.6,5.0,4.0,1.0,3.0,4.0,8.0,11.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2831,Mauro Goicoechea,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,12,129,5,30.0,1988.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,130,12,129,5,31.0,1988.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2832,Aleksandr Golovin,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,3,90,5,22.0,1996.0,25.4,36.0,17.0,3.0,20.0,13.0,10.0,44.0,22.7,34.0,34.0,3.0,31.0,22.0,58.0,12.0,0.0,112,1,90,5,23.0,1996.0,22.9,49.0,27.0,17.0,26.0,6.0,14.0,69.0,20.3,55.0,28.0,0.0,28.0,31.0,80.0,22.0,0.0,112,3,90,5,24.0,1996.0,11.9,28.0,16.0,6.0,18.0,4.0,8.0,39.0,20.5,31.0,21.0,0.0,21.0,11.0,39.0,3.0,0.0,112,9,90,5,25.0,1996.0,16.7,40.0,22.0,10.0,18.0,12.0,18.0,41.0,43.9,23.0,26.0,1.0,25.0,12.0,52.0,8.0,0.0,112,3,90,5,26.0,1996.0,27.4,62.0,36.0,19.0,32.0,11.0,28.0,72.0,38.9,44.0,28.0,1.0,27.0,37.0,99.0,10.0,0.0
2833,Angel Gomes,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,3,86,3,17.0,2000.0,0.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42,1,86,3,18.0,2000.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,3,78,5,20.0,2000.0,10.6,23.0,13.0,6.0,12.0,5.0,10.0,15.0,66.7,5.0,4.0,0.0,4.0,3.0,26.0,4.0,0.0,42,1,78,5,21.0,2000.0,31.3,41.0,19.0,12.0,21.0,8.0,18.0,49.0,36.7,31.0,22.0,2.0,20.0,13.0,54.0,11.0,1.0
2834,Moi Gómez,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,1,64,4,24.0,1994.0,33.9,42.0,28.0,15.0,25.0,2.0,11.0,46.0,23.9,35.0,27.0,3.0,24.0,28.0,70.0,27.0,0.0,43,9,136,4,25.0,1994.0,25.8,30.0,22.0,9.0,14.0,7.0,11.0,33.0,33.3,22.0,22.0,2.0,20.0,25.0,55.0,23.0,0.0,43,3,136,4,26.0,1994.0,28.5,21.0,12.0,6.0,8.0,7.0,14.0,35.0,40.0,21.0,20.0,3.0,17.0,11.0,32.0,16.0,0.0,43,3,136,4,27.0,1994.0,14.3,15.0,7.0,8.0,3.0,4.0,5.0,17.0,29.4,12.0,5.0,0.0,5.0,6.0,21.0,6.0,0.0,43,3,102,4,28.0,1994.0,27.3,26.0,17.0,9.0,14.0,3.0,15.0,32.0,46.9,17.0,15.0,3.0,12.0,10.0,36.0,5.0,1.0
2835,Cristo González,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,8,108,4,20.0,1997.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
